date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:29	60756/60756	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_buttons.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_buttons.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:30	302331/302331	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_icon_fontawesome.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_icon_fontawesome.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:30	372385/372385	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_icon_bootstrap.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_icon_bootstrap.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:31	312083/312083	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_icon_duotone.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_icon_duotone.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:31	66485/66485	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_icon_simple_line_icons.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_icon_simple_line_icons.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:32	353864/353864	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_icon_ionicons.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_icon_ionicons.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:32	49523/49523	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_tree.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_tree.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:33	83767/83767	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_language_bar_icon.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_language_bar_icon.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:33	55033/55033	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_social_buttons.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_social_buttons.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:33	49660/49660	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_tour.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_tour.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:34	51700/51700	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/ui_offcanvas_toasts.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/ui_offcanvas_toasts.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:34	59304/59304	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/bootstrap_5.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/bootstrap_5.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:34	9739/9739	---M--	200	added ('OK')	image/png	etag:%2265de8919-260b%22	https://seantheme.com/color-admin/admin/assets/img/logo/logo-bs5.png	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/assets/img/logo/logo-bs5.png	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:35	71661/71661	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_elements.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_elements.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:35	70782/70782	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_plugins.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_plugins.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:35	53778/53778	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_slider_switcher.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_slider_switcher.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:36	51326/51326	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_validation.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_validation.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:36	50127/50127	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_wizards.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_wizards.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:37	47770/47770	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_wysiwyg.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_wysiwyg.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:37	54156/54156	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_editable.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_editable.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:37	53621/53621	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_multiple_upload.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_multiple_upload.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:38	46219/46219	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_summernote.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_summernote.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:38	46633/46633	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/form_dropzone.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/form_dropzone.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:38	62058/62058	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_basic.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_basic.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:39	60567/60567	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:39	63150/63150	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_buttons.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_buttons.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:39	62272/62272	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_colreorder.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_colreorder.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:40	61934/61934	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_fixed_columns.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_fixed_columns.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:40	62378/62378	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_fixed_header.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_fixed_header.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:40	62214/62214	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_keytable.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_keytable.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:41	62106/62106	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_responsive.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_responsive.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:42	62361/62361	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_rowreorder.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_rowreorder.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:42	48441/48441	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_scroller.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_scroller.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:42	62572/62572	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_select.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_select.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:42	64303/64303	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/table_manage_combine.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/table_manage_combine.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:43	32617/32617	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/pos_customer_order.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/pos_customer_order.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:43	25676/25676	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/pos_kitchen_order.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/pos_kitchen_order.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:43	42716/42716	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/pos_counter_checkout.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/pos_counter_checkout.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:44	67941/67941	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/pos_table_booking.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/pos_table_booking.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:44	32827/32827	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/pos_menu_stock.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/pos_menu_stock.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:44	23706/23706	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/email_system.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/email_system.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:45	25985/25985	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/email_newsletter.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/email_newsletter.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:45	55335/55335	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/chart-flot.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/chart-flot.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:45	51363/51363	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/chart-js.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/chart-js.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:46	50296/50296	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/chart-d3.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/chart-d3.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:46	58034/58034	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/chart-apex.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/chart-apex.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:46	47568/47568	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/map_vector.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/map_vector.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:46	45844/45844	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/map_google.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/map_google.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:47	54217/54217	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/gallery.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/gallery.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:47	66136/66136	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/gallery_v2.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/gallery_v2.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:48	44999/44999	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/page_blank.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/page_blank.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:48	45625/45625	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/page_with_footer.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/page_with_footer.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:48	46014/46014	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/page_with_fixed_footer.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/page_with_fixed_footer.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:48	19255/19255	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/page_without_sidebar.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/page_without_sidebar.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:49	45547/45547	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/page_with_right_sidebar.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/page_with_right_sidebar.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
20:46:49	45562/45562	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Mar%202024%2016:04:19%20GMT	https://seantheme.com/color-admin/admin/html/page_with_minified_sidebar.html	D:/POS-System%20Dashboard/POS-V3/seantheme.com/color-admin/admin/html/page_with_minified_sidebar.html	(from https://seantheme.com/color-admin/admin/html/index_v3.html)
